Uniprot ID TF,Uniprot ID target,NCBI Gene ID TF,NCBI Gene ID target,Protein name TF,Protein name target,Detection method,Publication (pubmed),Organism,Source database
Q99626,P09848,1045,3938,CDX2,LCT,inferred by curator;electrophoretic mobility shift assay,9148757,Homo sapiens,HTRI;TRRUST
Q99626,Q9HAW8,1045,54575,CDX2,UGT1A10,chromatin immunoprecipitation assay;inferred by curator;electrophoretic mobility shift assay,15044625,Homo sapiens,HTRI;TRRUST;ReMap
Q99626,Q9HAW9,1045,54576,CDX2,UGT1A8,chromatin immunoprecipitation assay;inferred by curator;electrophoretic mobility shift assay,15044625,Homo sapiens,GTRD;HTRI;TRRUST;ReMap
P49715,P02771,1050,174,CEBPA,AFP,chromatin immunoprecipitation assay;inferred by curator,18971253;15924879;17188819,Homo sapiens,GTRD;HTRI;PAZAR;ORegAnno;TRRUST;ReMap
P49715,P20292,1050,241,CEBPA,ALOX5AP,chromatin immunoprecipitation assay;inferred by curator;electrophoretic mobility shift assay,12571239;18971253,Homo sapiens,GTRD;HTRI;TRED;PAZAR;ORegAnno;ReMap
P49715,P23141,1050,1066,CEBPA,CES1,chromatin immunoprecipitation assay;inferred by curator;electrophoretic mobility shift assay,18305377;18971253,Homo sapiens,GTRD;PAZAR;HTRI;ORegAnno
P49715,P59666,1050,1668,CEBPA,DEFA3,inferred by curator;electrophoretic mobility shift assay,10706719,Homo sapiens,HTRI;TRRUST
P49715,P00740,1050,2158,CEBPA,F9,chromatin immunoprecipitation assay;inferred by curator;electrophoretic mobility shift assay,8075306,Homo sapiens,GTRD;TRED;HTRI;TRRUST;ReMap
P49715,P04406,1050,2597,CEBPA,GAPDH,chromatin immunoprecipitation assay;inferred by curator;electrophoretic mobility shift assay,12842822,Homo sapiens,GTRD;HTRI;TRRUST
P49715,P00738,1050,3240,CEBPA,HP,chromatin immunoprecipitation assay;inferred by curator;electrophoretic mobility shift assay,18971253;12074569,Homo sapiens,GTRD;HTRI;TRED;PAZAR;ORegAnno;ReMap
P49715,P01344,1050,3481,CEBPA,IGF2,chromatin immunoprecipitation assay;inferred by curator;electrophoretic mobility shift assay,7659086;18971253,Homo sapiens,GTRD;HTRI;PAZAR;ORegAnno;TRRUST
P49715,P02788,1050,4057,CEBPA,LTF,chromatin immunoprecipitation assay;inferred by curator,12522000,Homo sapiens,HTRI;TRED
P49715,P35354,1050,5743,CEBPA,PTGS2,chromatin immunoprecipitation assay;inferred by curator;electrophoretic mobility shift assay,10956548,Homo sapiens,GTRD;TRED;HTRI;ReMap
P49715,P06702,1050,6280,CEBPA,S100A9,chromatin immunoprecipitation assay;inferred by curator;electrophoretic mobility shift assay,9706399;18971253,Homo sapiens,GTRD;HTRI;PAZAR;ORegAnno;TRRUST;ReMap
P49715,P10451,1050,6696,CEBPA,SPP1,chromatin immunoprecipitation assay;inferred by curator;electrophoretic mobility shift assay,18971253;14712233,Homo sapiens,GTRD;HTRI;PAZAR;ORegAnno;TRRUST;ReMap
P49715,P49675,1050,6770,CEBPA,STAR,chromatin immunoprecipitation assay;inferred by curator;electrophoretic mobility shift assay,18583320;18971253,Homo sapiens,GTRD;HTRI;TRED;PAZAR;ORegAnno;TRRUST
P17676,P20292,1051,241,CEBPB,ALOX5AP,chromatin immunoprecipitation assay;electrophoretic mobility shift assay,12571239,Homo sapiens,GTRD;HTRI;ReMap
P17676,P48023,1051,356,CEBPB,FASLG,chromatin immunoprecipitation assay;inferred by curator;electrophoretic mobility shift assay,12496392,Homo sapiens,GTRD;HTRI;ORegAnno;TRRUST;ReMap
P17676,P08243,1051,440,CEBPB,ASNS,chromatin immunoprecipitation assay;inferred by curator,15385533;18840095,Homo sapiens,GTRD;HTRI;TRRUST;ReMap
P17676,Q07817,1051,598,CEBPB,BCL2L1,chromatin immunoprecipitation assay;inferred by curator;electrophoretic mobility shift assay,19043455,Homo sapiens,GTRD;HTRI;TRRUST;ReMap
P17676,P02741,1051,1401,CEBPB,CRP,chromatin immunoprecipitation assay;inferred by curator,18684932;23361365;12667216,Homo sapiens,GTRD;HTRI;TRRUST
P17676,P0DML3,1051,1442;1443,CEBPB,CSH2,inferred by curator;electrophoretic mobility shift assay,10855690,Homo sapiens,HTRI;TRRUST
P17676,P11511,1051,1588,CEBPB,CYP19A1,chromatin immunoprecipitation assay;inferred by curator,8603036;11994385;18182446;7635140,Homo sapiens,HTRI;TRED;TRRUST
P17676,P28562,1051,1843,CEBPB,DUSP1,chromatin immunoprecipitation assay;electrophoretic mobility shift assay,18682532,Homo sapiens,GTRD;HTRI;ReMap
P17676,P55789,1051,2671,CEBPB,GFER,chromatin immunoprecipitation assay;inferred by curator;electrophoretic mobility shift assay,20690902;20382118,Homo sapiens,GTRD;HTRI;TRRUST;ReMap
P17676,P10145,1051,3576,CEBPB,CXCL8,chromatin immunoprecipitation assay;inferred by curator,15085176;16818736;11120852;15688424,Homo sapiens,GTRD;TRED;HTRI;TRRUST;ReMap
P17676,P00403,1051,4513,CEBPB,MT-CO2,electrophoretic mobility shift assay,18367585,Homo sapiens,HTRI
P17676,P35354,1051,5743,CEBPB,PTGS2,chromatin immunoprecipitation assay;inferred by curator;electrophoretic mobility shift assay,10956548;16820889;17556653;7559624;16699180;18294142;18820298,Homo sapiens,GTRD;TRED;HTRI;TRRUST;ReMap
P17676,P06702,1051,6280,CEBPB,S100A9,chromatin immunoprecipitation assay;inferred by curator;electrophoretic mobility shift assay,9706399,Homo sapiens,GTRD;HTRI;TRRUST;ReMap
P17676,P22362,1051,6346,CEBPB,CCL1,electrophoretic mobility shift assay,16864713,Homo sapiens,HTRI
P17676,P41440,1051,6573,CEBPB,SLC19A1,chromatin immunoprecipitation assay;inferred by curator;electrophoretic mobility shift assay,15652157,Homo sapiens,HTRI;TRRUST
P17676,P49675,1051,6770,CEBPB,STAR,chromatin immunoprecipitation assay;inferred by curator;electrophoretic mobility shift assay,11111087;10473624;18583320;19150388,Homo sapiens,HTRI;TRRUST;ReMap
P17676,P98066,1051,7130,CEBPB,TNFAIP6,chromatin immunoprecipitation assay;electrophoretic mobility shift assay;inferred by curator;DNase I footprinting,7935377;7876106,Homo sapiens,GTRD;TRED;HTRI;TRRUST;ReMap
P49716,P20292,1052,241,CEBPD,ALOX5AP,chromatin immunoprecipitation assay;inferred by curator;electrophoretic mobility shift assay,12571239,Homo sapiens,HTRI;TRED
P49716,P13569,1052,1080,CEBPD,CFTR,inferred by curator;electrophoretic mobility shift assay,7499410,Homo sapiens,HTRI;TRED
P49716,P04406,1052,2597,CEBPD,GAPDH,chromatin immunoprecipitation assay;inferred by curator;electrophoretic mobility shift assay,12842822,Homo sapiens,HTRI;TRRUST;ReMap
P49716,P05019,1052,3479,CEBPD,IGF1,chromatin immunoprecipitation assay;electrophoretic mobility shift assay,19103645,Homo sapiens,HTRI;ReMap
P49716,P35354,1052,5743,CEBPD,PTGS2,chromatin immunoprecipitation assay;inferred by curator;electrophoretic mobility shift assay,10956548;7559624,Homo sapiens,GTRD;TRED;HTRI;TRRUST
Q99612,P14780,1316,4318,KLF6,MMP9,chromatin immunoprecipitation assay;inferred by curator;electrophoretic mobility shift assay,22211962;17071613,Homo sapiens,HTRI;TRRUST
Q99612,P35228,1316,4843,KLF6,NOS2,chromatin immunoprecipitation assay;inferred by curator;electrophoretic mobility shift assay,23831683;12590140,Homo sapiens,HTRI;TRRUST
P16220,P10415,1385,596,CREB1,BCL2,chromatin immunoprecipitation assay;inferred by curator;electrophoretic mobility shift assay,19626458;17290286;10542244;8816467,Homo sapiens,GTRD;TRED;HTRI;TRRUST;ReMap
P16220,P02751,1385,2335,CREB1,FN1,chromatin immunoprecipitation assay;inferred by curator;electrophoretic mobility shift assay,18971253;8803927,Homo sapiens,GTRD;HTRI;TRED;PAZAR;ORegAnno;ReMap
P16220,P01579,1385,3458,CREB1,IFNG,chromatin immunoprecipitation assay;inferred by curator;electrophoretic mobility shift assay,7759501;18641343;20006311;11907114;15879136;20685939,Homo sapiens,HTRI;TRED;TRRUST
P16220,P22301,1385,3586,CREB1,IL10,chromatin immunoprecipitation assay;inferred by curator,17202341;22140263;19564345;10540320,Homo sapiens,HTRI;TRED;TRRUST
P16220,P98088,1385,4586,CREB1,MUC5AC,chromatin immunoprecipitation assay;inferred by curator,18676374,Homo sapiens,HTRI;TRRUST
P16220,P29120,1385,5122,CREB1,PCSK1,chromatin immunoprecipitation assay;inferred by curator;electrophoretic mobility shift assay,8999965,Homo sapiens,GTRD;TRED;HTRI;TRRUST;ReMap
P16220,P00797,1385,5972,CREB1,REN,chromatin immunoprecipitation assay;electrophoretic mobility shift assay;inferred by curator;DNase I footprinting,8645191;8914017,Homo sapiens,GTRD;TRED;HTRI;ReMap
P16220,P22528,1385,6699,CREB1,SPRR1B,electrophoretic mobility shift assay,20042643,Homo sapiens,HTRI
P16220,P49675,1385,6770,CREB1,STAR,chromatin immunoprecipitation assay;electrophoretic mobility shift assay,18583320,Homo sapiens,HTRI;ReMap
P16220,Q16880,1385,7368,CREB1,UGT8,chromatin immunoprecipitation assay;inferred by curator;electrophoretic mobility shift assay,15229398,Homo sapiens,GTRD;TRED;HTRI;ReMap
P16220,Q9UBK9,1385,8409,CREB1,UXT,chromatin immunoprecipitation assay;inferred by curator;electrophoretic mobility shift assay,17761951,Homo sapiens,GTRD;HTRI;TRRUST;ReMap
P16220,Q14978,1385,9221,CREB1,NOLC1,chromatin immunoprecipitation assay;inferred by curator;electrophoretic mobility shift assay,21266110,Homo sapiens,GTRD;HTRI;TRRUST;ReMap
P16220,P57735,1385,57111,CREB1,RAB25,chromatin immunoprecipitation assay;electrophoretic mobility shift assay,21075212,Homo sapiens,GTRD;HTRI;ReMap
P15336,P18847,1386,467,ATF2,ATF3,chromatin immunoprecipitation assay;inferred by curator;electrophoretic mobility shift assay,8576171;10979959;20581861,Homo sapiens,GTRD;TRED;HTRI;TRRUST
P15336,P01579,1386,3458,ATF2,IFNG,chromatin immunoprecipitation assay;inferred by curator;electrophoretic mobility shift assay,18641343;20006311;12836278;20304822,Homo sapiens,TRED;HTRI;TRRUST;ReMap
P15336,P29474,1386,4846,ATF2,NOS3,inferred by curator;electrophoretic mobility shift assay,16497991,Homo sapiens,HTRI;TRRUST
P15336,P35354,1386,5743,ATF2,PTGS2,inferred by curator;affinity technology,12057991;11278336,Homo sapiens,HTRI;TRED;TRRUST
Q03060,P20963,1390,919,CREM,CD247,chromatin immunoprecipitation assay;inferred by curator,16237091,Homo sapiens,HTRI;TRRUST
Q03060,P60568,1390,3558,CREM,IL2,chromatin immunoprecipitation assay;inferred by curator,12626549;12370343;15841182,Homo sapiens,HTRI;TRRUST
P39880,Q9H8V3,1523,1894,CUX1,ECT2,chromatin immunoprecipitation assay;inferred by curator,21886810;19015243,Homo sapiens,HTRI;TRRUST;ReMap
Q13948,Q9H8V3,1523,1894,CUX1,ECT2,chromatin immunoprecipitation assay;inferred by curator,21886810;19015243,Homo sapiens,HTRI;TRRUST;ReMap
P39880,Q9H0H5,1523,29127,CUX1,RACGAP1,chromatin immunoprecipitation assay;inferred by curator,21886810;19015243,Homo sapiens,HTRI;TRRUST
Q13948,Q9H0H5,1523,29127,CUX1,RACGAP1,chromatin immunoprecipitation assay;inferred by curator,21886810;19015243,Homo sapiens,HTRI;TRRUST
P35638,P08243,1649,440,DDIT3,ASNS,chromatin immunoprecipitation assay;inferred by curator,18940792,Homo sapiens,HTRI;TRRUST
P35638,P10145,1649,3576,DDIT3,CXCL8,chromatin immunoprecipitation assay;inferred by curator,18772138,Homo sapiens,HTRI;TRRUST
P35638,O14763,1649,8795,DDIT3,TNFRSF10B,inferred by curator;electrophoretic mobility shift assay,21941003;18593935;18794136;21044953;15994939;21726997;18172319;20157774;15322075;22328338,Homo sapiens,ORegAnno;HTRI;TRRUST
Q92988,P68871,1748,3043,DLX4,HBB,electrophoretic mobility shift assay;DNase I footprinting,1984681,Homo sapiens,HTRI
Q01094,O14727,1869,317,E2F1,APAF1,chromatin immunoprecipitation assay;inferred by curator,12149244;15972851;17600109;12766778;18971253,Homo sapiens,GTRD;HTRI;TRED;PAZAR;ORegAnno;TRRUST;ReMap
Q01094,P10275,1869,367,E2F1,AR,chromatin immunoprecipitation assay;inferred by curator,22508987;17178887;21099103,Homo sapiens,GTRD;HTRI;TRRUST;ReMap
Q01094,P10415,1869,596,E2F1,BCL2,chromatin immunoprecipitation assay;inferred by curator;electrophoretic mobility shift assay,12679318;11559537,Homo sapiens,GTRD;HTRI;TRRUST;ReMap
Q01094,P38398,1869,672,E2F1,BRCA1,chromatin immunoprecipitation assay;inferred by curator,18660752;23285190;19466541;17106239;20068145,Homo sapiens,GTRD;HTRI;TRRUST;ReMap
Q01094,Q01094,1869,1869,E2F1,E2F1,chromatin immunoprecipitation assay;inferred by curator,7958836;14576826;18971253,Homo sapiens,GTRD;HTRI;TRED;PAZAR;ORegAnno;TRRUST;ReMap
Q01094,Q9H8V3,1869,1894,E2F1,ECT2,chromatin immunoprecipitation assay;inferred by curator,21886810;19015243,Homo sapiens,GTRD;HTRI;TRRUST;ReMap
Q01094,P11362,1869,2260,E2F1,FGFR1,chromatin immunoprecipitation assay;inferred by curator,19303924,Homo sapiens,HTRI;TRRUST;ReMap
Q01094,P11021,1869,3309,E2F1,HSPA5,chromatin immunoprecipitation assay;inferred by curator;electrophoretic mobility shift assay,18840615,Homo sapiens,GTRD;HTRI;TRRUST;ReMap
Q01094,Q99683,1869,4217,E2F1,MAP3K5,chromatin immunoprecipitation assay;inferred by curator;electrophoretic mobility shift assay,19610065;17287612;16512785;18971253;16476732,Homo sapiens,GTRD;HTRI;PAZAR;ORegAnno;TRRUST;ReMap
Q01094,P13640,1869,4495,E2F1,MT1G,chromatin immunoprecipitation assay;inferred by curator,15735762,Homo sapiens,GTRD;HTRI;TRRUST
Q01094,P01106,1869,4609,E2F1,MYC,chromatin immunoprecipitation assay;inferred by curator,12629508;11705881;18971253,Homo sapiens,GTRD;HTRI;PAZAR;ORegAnno;TRRUST;ReMap
Q01094,P04198,1869,4613,E2F1,MYCN,chromatin immunoprecipitation assay;inferred by curator,12438307;14645238,Homo sapiens,GTRD;HTRI;TRRUST;ReMap
Q01094,Q06609,1869,5888,E2F1,RAD51,chromatin immunoprecipitation assay;inferred by curator,12629508;23285190,Homo sapiens,GTRD;TRED;HTRI;TRRUST;ReMap
Q01094,Q13625,1869,7159,E2F1,TP53BP2,chromatin immunoprecipitation assay;inferred by curator,19610065;15592436;15706352;18971253,Homo sapiens,GTRD;HTRI;PAZAR;ORegAnno;TRRUST;ReMap
Q01094,P62805,1869,121504;554313;8294;8359;8360;8361;8362;8363;8364;8365;8366;8367;8368;8370,E2F1,HIST1H4A,chromatin immunoprecipitation assay;inferred by curator,12629508;18971253,Homo sapiens,GTRD;HTRI;TRED;PAZAR;ORegAnno;ReMap
Q01094,O14788,1869,8600,E2F1,TNFSF11,inferred by curator;electrophoretic mobility shift assay,18381203,Homo sapiens,HTRI;TRRUST
Q01094,O95661,1869,9077,E2F1,DIRAS3,chromatin immunoprecipitation assay;inferred by curator,16158053;16757345;17230502;16638845,Homo sapiens,HTRI;TRRUST
Q01094,Q9UBU7,1869,10926,E2F1,DBF4,chromatin immunoprecipitation assay;inferred by curator;electrophoretic mobility shift assay,12015319;18503552,Homo sapiens,GTRD;TRED;HTRI;TRRUST;ReMap
Q01094,P45973,1869,23468,E2F1,CBX5,chromatin immunoprecipitation assay;inferred by curator,12629508;18971253,Homo sapiens,GTRD;HTRI;TRED;PAZAR;ORegAnno;ReMap
Q01094,Q9H0H5,1869,29127,E2F1,RACGAP1,chromatin immunoprecipitation assay;inferred by curator,21886810;19015243,Homo sapiens,HTRI;TRRUST
Q01094,Q9NVP2,1869,55723,E2F1,ASF1B,chromatin immunoprecipitation assay;inferred by curator,17328667,Homo sapiens,GTRD;HTRI;TRRUST;ReMap
Q01094,Q6PGQ7,1869,79866,E2F1,BORA,chromatin immunoprecipitation assay;electrophoretic mobility shift assay,15033491,Homo sapiens,GTRD;HTRI;ReMap
Q14209,Q99683,1870,4217,E2F2,MAP3K5,chromatin immunoprecipitation assay;inferred by curator;electrophoretic mobility shift assay,16512785,Homo sapiens,HTRI;TRRUST
O00716,Q99683,1871,4217,E2F3,MAP3K5,chromatin immunoprecipitation assay;inferred by curator;electrophoretic mobility shift assay,16512785,Homo sapiens,GTRD;HTRI;TRRUST
O00716,O15350,1871,7161,E2F3,TP73,chromatin immunoprecipitation assay;inferred by curator,15210709,Homo sapiens,HTRI;TRED
Q16254,P63261,1874,71,E2F4,ACTG1,inferred by curator;chromatin immunoprecipitation array,18971253;17531812,Homo sapiens,PAZAR;ORegAnno;TRED;HTRI
Q16254,P78563,1874,104,E2F4,ADARB1,chromatin immunoprecipitation assay;inferred by curator;chromatin immunoprecipitation array,18971253;17531812,Homo sapiens,GTRD;HTRI;TRED;PAZAR;ORegAnno;ReMap
Q16254,O15392,1874,332,E2F4,BIRC5,chromatin immunoprecipitation assay;inferred by curator;chromatin immunoprecipitation array,17531812;18504435;18971253;17671431,Homo sapiens,HTRI;TRED;PAZAR;ORegAnno;TRRUST;ReMap
Q16254,Q99728,1874,580,E2F4,BARD1,chromatin immunoprecipitation assay;inferred by curator;chromatin immunoprecipitation array,18971253;17531812,Homo sapiens,GTRD;HTRI;TRED;PAZAR;ORegAnno;ReMap
Q16254,P38398,1874,672,E2F4,BRCA1,chromatin immunoprecipitation assay;inferred by curator;chromatin immunoprecipitation array,17001309;17531812;23108140;18971253;21701264;17106239;20818429;20133863,Homo sapiens,GTRD;HTRI;TRED;PAZAR;ORegAnno;TRRUST;ReMap
Q16254,Q07352,1874,677,E2F4,ZFP36L1,chromatin immunoprecipitation assay;inferred by curator;chromatin immunoprecipitation array,17531812;18971253,Homo sapiens,TRED;HTRI;PAZAR;ORegAnno;ReMap
Q16254,P0DP23,1874,801;805;808,E2F4,CALM1,chromatin immunoprecipitation assay;inferred by curator;chromatin immunoprecipitation array,17531812;18971253,Homo sapiens,GTRD;HTRI;TRED;PAZAR;ORegAnno;ReMap
Q16254,P20248,1874,890,E2F4,CCNA2,chromatin immunoprecipitation assay;inferred by curator;chromatin immunoprecipitation array,18971253;17531812,Homo sapiens,GTRD;HTRI;TRED;PAZAR;ORegAnno;ReMap
Q16254,P14635,1874,891,E2F4,CCNB1,chromatin immunoprecipitation assay;inferred by curator;chromatin immunoprecipitation array,22508987;17531812;18971253,Homo sapiens,HTRI;PAZAR;ORegAnno;TRRUST;ReMap
Q16254,P06493,1874,983,E2F4,CDK1,chromatin immunoprecipitation assay;inferred by curator;chromatin immunoprecipitation array,17671431;17531812;18971253,Homo sapiens,TRED;HTRI;PAZAR;ORegAnno;ReMap
Q16254,Q99741,1874,990,E2F4,CDC6,chromatin immunoprecipitation assay;inferred by curator;chromatin immunoprecipitation array,18971253;17531812;17671431,Homo sapiens,GTRD;HTRI;TRED;PAZAR;ORegAnno;ReMap
Q16254,P24941,1874,1017,E2F4,CDK2,chromatin immunoprecipitation assay;inferred by curator;chromatin immunoprecipitation array,18971253;17531812;22447046,Homo sapiens,GTRD;HTRI;TRED;PAZAR;ORegAnno;TRRUST;ReMap
Q16254,O14757,1874,1111,E2F4,CHEK1,inferred by curator;chromatin immunoprecipitation array,18971253;17531812,Homo sapiens,PAZAR;ORegAnno;TRED;HTRI
Q16254,P33552,1874,1164,E2F4,CKS2,chromatin immunoprecipitation assay;inferred by curator;chromatin immunoprecipitation array,18971253;17531812,Homo sapiens,GTRD;HTRI;TRED;PAZAR;ORegAnno;ReMap
Q16254,Q05048,1874,1477,E2F4,CSTF1,chromatin immunoprecipitation assay;inferred by curator;chromatin immunoprecipitation array,17531812,Homo sapiens,GTRD;TRED;HTRI;ReMap
Q16254,P39880,1874,1523,E2F4,CUX1,chromatin immunoprecipitation assay;inferred by curator;chromatin immunoprecipitation array,18347061;17531812,Homo sapiens,GTRD;HTRI;TRRUST;ReMap
Q16254,Q13948,1874,1523,E2F4,CUX1,chromatin immunoprecipitation assay;inferred by curator;chromatin immunoprecipitation array,18347061;18971253;17531812,Homo sapiens,GTRD;HTRI;PAZAR;ORegAnno;TRRUST;ReMap
Q16254,Q14209,1874,1870,E2F4,E2F2,chromatin immunoprecipitation assay;inferred by curator;chromatin immunoprecipitation array,18971253;17531812,Homo sapiens,GTRD;HTRI;TRED;PAZAR;ORegAnno;ReMap
Q16254,O00716,1874,1871,E2F4,E2F3,chromatin immunoprecipitation assay;inferred by curator;chromatin immunoprecipitation array,18971253;17531812,Homo sapiens,GTRD;HTRI;TRED;PAZAR;ORegAnno;ReMap
Q16254,P37268,1874,2222,E2F4,FDFT1,inferred by curator;chromatin immunoprecipitation array,18971253;17531812,Homo sapiens,PAZAR;ORegAnno;TRED;HTRI
Q16254,P39748,1874,2237,E2F4,FEN1,chromatin immunoprecipitation assay;inferred by curator;chromatin immunoprecipitation array,17531812;18971253,Homo sapiens,TRED;HTRI;PAZAR;ORegAnno;ReMap
