Protein name,Uniprot ID,NCBI Gene ID,Function,Small-scale evidence,Number of interactions
Pabpc4,G3V9N0,298510,target gene,No,15
Hspa13,O35162,29734,target gene,No,11
Gtf3c4,D3ZD80,685539,target gene,No,8
Wipi2,Q6AY57,288498,target gene,No,10
Scfd1,Q62991,54350,target gene,No,8
Pkia,P63249,114906,target gene,No,7
Iqcg,G3V973,363796,target gene,No,8
Immt,A0A0G2JVH4,-,target gene,No,10
Mfsd10,D3ZD83,305449,target gene,No,3
F5,A0A0G2JXI1,-,target gene,No,5
Pnpo,O88794,64533,target gene,No,8
Peli1,B2RYE1,305549,target gene,No,8
Mex3c,D4A2R5,307271,target gene,No,6
LOC502109,D3ZP48,-,target gene,No,1
Clcn3,P51792,84360,target gene,No,11
Crppa,Q5S6T3,493574,target gene,No,3
Snx15,Q4V896,293691,target gene,No,6
Snu13,P55770,100359574;300092,target gene,No,8
Tmem159,A0A0G2JSZ8,378467,target gene,No,2
Adgrv1,A0A096MK89,-,target gene,No,7
Heatr5a,F1LSK5,362737,target gene,No,10
-,Q6AY64,100125364,target gene,No,13
Extl1,D3ZLU1,313610,target gene,No,7
Sfr1,Q6TXG9,-,target gene,No,8
Ccdc97,D4A4L2,292724,target gene,No,8
Sema5a,D3ZTD8,310207,target gene,No,3
Pmp2,D3ZFG5,688790,target gene,No,4
-,M0RDR0,-,target gene,No,1
Asmtl,D4AA35,288527,target gene,No,9
Cyp4f1,Q66HK8,56266,target gene,No,5
Nell2,Q561K2,81734,target gene,No,4
Cd164,Q9QX82,83689,target gene,No,10
Rab8a,P35280,117103,target gene,No,8
Pum2,D3ZQL8,298874,target gene,No,16
Mrrf,Q5RKI9,311903,target gene,No,8
Sod1,P07632,24786,target gene,No,8
Slc25a44,D3ZSN7,365841,target gene,No,9
Vsig10,A0A0G2K994,304529,target gene,No,4
Wdr90,D3ZMM2,102555298,target gene,No,8
Acadl,P15650,25287,target gene,No,4
P2ry1,P49651,25265,target gene,No,7
Cnp,P13233,25275,target gene,No,9
Gale,Q4QRB0,114860,target gene,No,11
Csnk1d,Q06486,64462,target gene,No,9
Vps35l,Q5XI83,361635,target gene,No,9
Tmem38b,Q68FV1,362521,target gene,No,6
Ccnk,A1L1L5,500715,target gene,No,12
Tlcd3b,B1WBX0,293493,target gene,No,3
Ssbp1,G3V7K6,-,target gene,No,13
G6pc3,Q6AZ83,303565,target gene,No,10
Gltpd2,E9PTH4,-,target gene,No,4
Ccdc66,D3ZB56,-,target gene,No,6
Cnpy4,B1WC84,363886,target gene,No,8
Higd1a,Q8VH49,140937,target gene,No,11
Itgb4,A0A0G2K4V5,-,target gene,No,3
Qars1,Q66H61,290868,target gene,No,6
Naa60,Q3MHC1,363545,target gene,No,12
Pak4,B5DF62,292756,target gene,No,11
Gtf2a1,O08949,83830,target gene,No,13
Trpc1,A0A0G2K7J3,89821,target gene,No,8
Cmpk1,A0A0G2JSJ2,298410,target gene,No,6
Aarsd1,Q5XI97,619440,target gene,No,8
Bckdhb,A0A0A0MXW1,-,target gene,No,7
Ogt,A0A0G2K3V4,26295,target gene,No,12
Ndufb10,D4A0T0,681418,target gene,No,8
H3-3b,P84245,100361558;117056,target gene,No,12
Hexa,Q641X3,300757,target gene,No,11
Lysmd1,Q5HZA4,499671,target gene,No,11
Tyms,P45352,29261,target gene,No,5
RGD1563482,F1LWN5,498179,target gene,No,10
Phf7,Q6AXW4,364510,target gene,No,10
Ubr1,D3ZQC6,-,target gene,No,1
Gemin7,M0R5G2,499391,target gene,No,8
Mxd4,A0A096MIW8,-,target gene,No,12
Hint2,D4AB01,313491,target gene,No,11
Krr1,A1A5R3,314830,target gene,No,13
Htra2,B0BNB9,297376,target gene,No,11
Snrpa1,D3ZZR5,100361269,target gene,No,10
Ppp1r3d,D3ZZ26,689995,target gene,No,5
Csrnp1,D4AAK3,363165,target gene,No,7
Ccdc181,Q6AYN9,360867,target gene,No,9
Vwa8,A0A0G2K3W1,-,target gene,No,11
Ddias,B2GV00,499204,target gene,No,9
Arfgap3,A0A0G2K4J0,-,target gene,No,7
Mad2l1,D4ACM2,297176,target gene,No,9
Mmd,Q719N3,303439,target gene,No,6
Rsrp1,Q5U2S0,362626,target gene,No,9
Abhd14b,Q6DGG1,300983,target gene,No,6
Pik3r2,Q5FVS6,29741,target gene,No,11
Pvr,Q5U334,25066,target gene,No,8
Cox6c2,P11951,54322,target gene,No,8
Lsm4,D4A2C6,290647,target gene,No,8
Dcps,Q3B8P4,-,target gene,No,10
Neil3,D3ZKJ8,290729,target gene,No,3
Prdx2,A0A0G2JSH9,29338,target gene,No,13
Cav2,A0A0A0MXU8,-,target gene,No,5
Ncald,Q5PQN0,553106,target gene,No,10
Ccser2,D4A4E5,306306,target gene,No,7
Rnf19b,A0A0G2K6H9,-,target gene,No,10
Tm2d3,D3ZQU1,-,target gene,No,10
Ythdf3,D3ZIY3,361920,target gene,No,10
Nono,Q5FVM4,317259,target gene,No,10
Cd276,Q7TPB4,315716,target gene,No,5
Trap1,Q5XHZ0,287069,target gene,No,10
Gapvd1,D4A022,311880,target gene,No,10
Rassf2,G3V8W1,311437,target gene,No,9
Wrnip1,R9PXV8,-,target gene,No,8
Nptn,P97546,56064,target gene,No,15
Col11a2,Q6MGB2,294279,target gene,No,5
Rraga,Q63486,117044,target gene,No,10
Trim45,D4A7S9,295323,target gene,No,7
Fam25a,A0A0G2K0T8,684972,target gene,No,2
Tcte3,A0A0G2K5Q6,365153,target gene,No,10
Zfp397,M0R6E4,100909408,target gene,No,7
Cyp1b1,A0A0G2K173,-,target gene,No,8
Ttl,G3V8C8,-,target gene,No,8
Tmem30a,Q6AY41,300857,target gene,No,8
Fgl1,Q5M8C6,-,target gene,No,5
Tle1,D3ZCM7,362533,target gene,No,11
-,A0A0G2K0L4,-,target gene,No,9
Stam,B5DF55,498798,target gene,No,11
Crnkl1,P63155,100910202;102548514,target gene,No,12
Glyat,Q5PQT3,293779,target gene,No,4
Hsph1,Q66HA8,288444,target gene,No,11
Osbpl8,A0A0G2JXN8,314824,target gene,No,11
P4hb,P04785,25506,target gene,No,14
Hacd3,D4ABI7,300783,target gene,No,11
Faap24,D3ZE71,502320,target gene,No,9
Spns1,Q2YDU8,361648,target gene,No,9
F2,G3V843,29251,target gene,No,6
Nkx2-5,G3V8T2,-,target gene,No,1
Lman2l,F7F3Z1,-,target gene,No,8
Map1a,A0A0G2K5C6,25152,target gene,No,5
Ttc21a,D3ZZJ4,301065,target gene,No,10
Hspb11,A0A0G2K664,685284,target gene,No,8
Ptger3,G3V7D9,24929,target gene,No,3
Spint1,Q4V8Q2,311331,target gene,No,3
Opa3,B5DF67,308409,target gene,No,10
Kif26b,D4ADC4,305012,target gene,No,5
Lrp6,A0A0G2K0H3,312781,target gene,No,12
Ptdss1,A0A0G2JZJ5,-,target gene,No,7
Fnbp1l,Q2HWF0,310839,target gene,No,5
Thyn1,Q6P3E0,300470,target gene,No,10
G6pc,P43428,25634,target gene,No,6
RGD1304622,F1M2N1,-,target gene,No,4
Ciao3,Q5BK18,360496,target gene,No,10
Id4,E9PU21,-,target gene,No,10
Taz,Q4KLG6,363521,target gene,No,7
Fdxacb1,D3ZEA2,315646,target gene,No,9
Shcbp1l,B1H291,289101,target gene,No,2
Iffo1,D3ZQI9,362437,target gene,No,9
Pfas,A0A0G2JTN4,287420,target gene,No,9
-,F1M2N4,-,target gene,No,6
Mthfd1,G3V6S5,-,target gene,No,5
Qser1,D3ZMD6,311266,target gene,No,12
Ccdc62,F1LSQ7,689909,target gene,No,12
Apba1,F1LR60,-,target gene,No,10
Rbm5,B2GV05,300996,target gene,No,12
Stk3,B1WBQ5,-,target gene,No,8
Pklr,P12928,24651,target gene,No,4
Mnt,A0A0U1RRY7,287521,target gene,No,9
Gar1,Q6AYA1,499709,target gene,No,11
Tnrc18,D3ZKV7,-,target gene,No,6
Tmem69,B1WBX2,619582,target gene,No,9
Sec11a,Q6P9X2,65166,target gene,No,12
Rbm14,M0R9Q1,170900,target gene,No,9
Gpat3,Q4V8J4,305166,target gene,No,6
Nqo1,P05982,24314,target gene,No,5
Fam228b,M0R8F7,-,target gene,No,8
Epm2a,Q91XQ2,114005,target gene,No,11
Btg3,A0JPM2,-,target gene,No,10
Tars1,Q5XHY5,294810,target gene,No,9
Zscan26,D3ZFY2,266792,target gene,No,12
Smc4,F1MAD9,295107,target gene,No,9
Pex2,P24392,29534,target gene,No,12
Psmd5,G3V8G2,296651,target gene,No,9
Mier3,A0A0G2JUL8,310086,target gene,No,7
Pak1ip1,Q32PZ0,361232,target gene,No,8
Smg9,Q5PQS6,365215,target gene,No,11
Sys1,D3ZY25,685079,target gene,No,10
B630019K06Rik,D3ZL45,-,target gene,No,4
Zscan21,Q6AXN8,304342,target gene,No,9
Nol11,A0A0G2K1A9,-,target gene,No,13
Trmt2a,Q5XIQ6,287953,target gene,No,13
Eci2,Q5XIC0,291075,target gene,No,14
Rab43,Q53B90,500249,target gene,No,5
Nop16,Q1RP77,306768,target gene,No,9
Exo5,D3ZLE0,313563,target gene,No,10
Akirin1,D3ZTH4,595134,target gene,No,10
Sema3c,F7FHT4,296787,target gene,No,9
Kmt2b,A0A0G2K1E3,-,target gene,No,11
Bcap29,Q5XIU4,298943,target gene,No,12
Spc24,D4A1C5,363028,target gene,No,7
Proser2,M0RAK0,683460,target gene,No,5
Vti1a,F1LT41,-,target gene,No,9
Pin1,B0BNL2,298696,target gene,No,11
Dnpep,Q4V8H5,301529,target gene,No,10
Pdpk1,O55173,81745,target gene,No,11
Hint3,F1M9G8,246769,target gene,No,9
Xrcc1,Q9ESZ0,84495,target gene,No,9
Carhsp1,Q9WU49,260416,target gene,No,8
Sppl2b,Q5PQL3,362828,target gene,No,9
Mybl1,D3ZF01,297783,target gene,No,10
Snrpd2,B5DES0,680309,target gene,No,6
Zfp57,A0JPK3,361783,target gene,No,6
Cpsf6,D3ZPL1,299811,target gene,No,9
LOC691083,D4AEL0,691083,target gene,No,6
Ugdh,G3V6C4,-,target gene,No,10
Alb,A0A0G2JSH5,24186,target gene,No,4
Med24,Q4V8B3,619436,target gene,No,11
Shroom4,F1LVL5,317391,target gene,No,4
Ncaph2,Q4V8I2,300149,target gene,No,12
Mindy3,D3Z916,291320,target gene,No,9
Bpnt1,Q9Z1N4,64473,target gene,No,7
Six5,A0A0G2K7K3,308406,target gene,No,5
Ndufs7,Q5RJN0,362837,target gene,No,8
Sfpq,A0A0G2K8K0,-,target gene,No,10
Pbx4,D4AA41,361131,target gene,No,6
Styx,D3ZH31,100912536,target gene,No,10
Pgap3,B1WBW5,688174,target gene,No,6
Slc39a7,Q6MGB4,294281,target gene,No,12
Fam160a2,Q66H54,293343,target gene,No,9
Ap5m1,Q499N2,305861,target gene,No,10
Xrn1,D4ABN8,300944,target gene,No,11
Dhcr24,Q5BQE6,-,target gene,No,7
Aff4,D3ZSX2,303132,target gene,No,8
Med6,B0BNE1,299180,target gene,No,10
Golga7,Q6AYQ1,361171,target gene,No,10
Stim1,P84903,361618,target gene,No,9
Dgcr6,B0BNH6,303794,target gene,No,1
Midn,D4AE48,314623,target gene,No,10
Lmnb2,D3ZLC1,299625,target gene,No,7
Mettl22,D3Z9R2,287054,target gene,No,10
Mgll,Q8R431,29254,target gene,No,5
Wrap53,Q5XII5,287432,target gene,No,9
Tmem184c,Q810F5,291946,target gene,No,8
Lasp1,Q99MZ8,29278,target gene,No,10
Pafah2,P83006,313611,target gene,No,13
Prex2,A0A0G2KA11,312912,target gene,No,3
Lurap1,D4A8G3,500527,target gene,No,2
Tmem229b,D4ACC3,503035,target gene,No,3
Fdx2,D4A8N2,313786,target gene,No,10
Mrps14,B2RYT4,289143,target gene,No,10
Tubgcp5,D4A2A9,308663,target gene,No,11
Trmt11,A0A0G2JWR1,-,target gene,No,11
Fam78b,A0A0G2JWW0,-,target gene,No,5
Cstf1,Q5BJQ6,311670,target gene,No,10
Gemin6,G3V972,362688,target gene,No,12
Itga8,B5DEG1,364786,target gene,No,6
Syvn1,F7FG68,361712,target gene,No,3
Mkrn1,A0A0G2QC40,296988,target gene,No,8
Prmt5,D4A0E8,364382,target gene,No,14
Ska1,B0BN28,291441,target gene,No,8
Tra2b,P62997,117259,target gene,No,7
Lrfn4,D4ABX8,688721,target gene,No,6
Atad2b,A0A0G2JX30,-,target gene,No,11
Dynll1,P63170,58945,target gene,No,11
Siva1,P59692,362791,target gene,No,8
Ppard,Q99ND3,25682,target gene,No,8
Trim11,B1H278,360534,target gene,No,6
-,A0A0G2JU20,-,target gene,No,12
Rps27,Q71TY3,94266,target gene,No,8
Hist1h2bk,G3V9C7,680312,target gene,No,8
Tmem183,Q68FS7,289034,target gene,No,10
Spag8,F7EV11,362508,target gene,No,1
Stxbp1,P61765,25558,target gene,No,6
Dpp8,D3ZHQ1,315758,target gene,No,10
Nosip,D3ZH12,292894,target gene,No,7
Mzt2b,D4AA02,287929,target gene,No,9
Adamtsl5,F1M9K2,314626,target gene,No,4
Ndufa11,Q80W89,301123,target gene,No,12
Csgalnact2,D4A5Z0,297554,target gene,No,12
Ppp1r9b,O35274,84686,target gene,No,8
LOC362863,F8WG20,-,target gene,No,9
Agfg1,F1M9N7,-,target gene,No,11
Psmd3,Q5U2S7,287670,target gene,No,14
Acp1,Z4YNF4,-,target gene,No,8
Mdp1,D4A4U3,290230,target gene,No,4
Dus1l,A0A0G2KA47,-,target gene,No,10
Cbx8,Q4FZS1,303731,target gene,No,9
Mitf,O88368,25094,target gene,No,7
Top2a,A0A0G2JWP8,-,target gene,No,12
Gins3,D3Z9I4,307639,target gene,No,9
Zfp90,Q4V8A8,498945,target gene,No,11
Tmem107,D3ZFW5,691750,target gene,No,11
Sh3bp5,Q91Y80,117186,target gene,No,9
Galk2,Q5XIG6,296117,target gene,No,7
Sdf2l1,D4A9Y0,680945,target gene,No,10
Tbxas1,P49430,24886,target gene,No,3
Tob2,Q5U4F2,315159,target gene,No,13
Ttc27,D3ZTG2,298782,target gene,No,8
Nrdc,D3ZQ59,25499,target gene,No,10
Rnd3,Q6SA80,295588,target gene,No,10
Zcchc7,F1M989,-,target gene,No,8
Ermn,Q5RJL0,295619,target gene,No,2
Sacm1l,Q9ES21,116482,target gene,No,11
Rbbp6,G3V953,308968,target gene,No,12
Acaa2,G3V9U2,-,target gene,No,8
Fbxo46,Q4KLY2,292686,target gene,No,9
Ankef1,D4A9E7,296184,target gene,No,6
Ptar1,D3ZWG9,286972,target gene,No,8
Tbc1d23,D4AAH9,304019,target gene,No,6
Tnpo3,D4AAM0,296954,target gene,No,8
Jmjd4,D4A029,287359,target gene,No,10
LOC103691310,D3ZZY1,-,target gene,No,2
Gps1,A0A0G2JT06,117039,target gene,No,9
Lig3,A0A096MKE9,303369,target gene,No,9
Sat2,D3Z9J8,360547,target gene,No,5
Stambp,Q8R424,171565,target gene,No,11
Acadvl,Q5M9H2,-,target gene,No,7
Epn1,A0A140TAC3,-,target gene,No,12
Hs1bp3,D4A6D9,313950,target gene,No,6
Gas1,M0RBH9,683470,target gene,No,8
Zfp207,Q498C9,303763,target gene,No,9
Hyal3,A0A0G2JSP4,300993,target gene,No,7
Kcnip3,Q9JM47,65199,target gene,No,3
Trmt112,B2RYS9,293700,target gene,No,12
LOC684270,M0RAK2,684270,target gene,No,5
Eif1ax,B5DF60,302697,target gene,No,5
Slc15a4,A0A0G2JSH0,-,target gene,No,12
Bzw2,Q9WTT7,171439,target gene,No,8
Ppp1r10,A0A0G2K3G9,-,target gene,No,9
Leo1,Q641X2,300837,target gene,No,5
Icam5,D4A435,313785,target gene,No,6
Acad8,M0RDK9,-,target gene,No,10
Prrg4,D3ZZA9,499847,target gene,No,8
-,M0RDR8,-,target gene,No,11
Metap1d,G3V670,311748,target gene,No,10
Gls2,A0A0H2UHL2,192268,target gene,No,9
Eml5,F1LSA8,444982,target gene,No,6
Jazf1,D3ZA80,685879,target gene,No,3
Sncb,A0A0G2JSQ1,113893,target gene,No,3
Znf740,D4A538,685834,target gene,No,7
Srsf1,D4A9L2,689890,target gene,No,13
Spag17,D3ZXP4,-,target gene,No,4
Nkrf,A0A0U1RRZ3,-,target gene,No,10
Cxcl1,G3V6C6,-,target gene,No,7
Brd1,D3ZUW8,315210,target gene,No,8
Lsmem1,D3ZU79,680810,target gene,No,3
Arpc1a,D3ZXP7,-,target gene,No,9
Ciao2b,D3Z8Q7,680987,target gene,No,13
Ankrd10,F1LPK2,361183,target gene,No,9
Gpm6a,Q812E9,306439,target gene,No,4
Nme1,Q05982,191575,target gene,No,12
Akirin2,Q25C79,297968,target gene,No,10
Rrp1,Q5M9F3,309674,target gene,No,11
Sae1,Q6AXQ0,308384,target gene,No,8
Rabgap1l,D3ZKH6,304914,target gene,No,9
Slc6a8,P28570,50690,target gene,No,8
Casp8ap2,D4A7V6,313128,target gene,No,8
Rab21,Q6AXT5,299799,target gene,No,9
Ccdc39,D3Z8K2,310315,target gene,No,2
Golga2,A0A0G2K977,64528,target gene,No,9
Mthfs,Q5M9F6,300886,target gene,No,9
Tnfrsf11b,O08727,25341,target gene,No,3
Usp9x,A0A0G2K2C7,363445,target gene,No,10
Sh3rf1,Q71F54,306417,target gene,No,7
Cand1,P97536,117152,target gene,No,17
Sf3b3,E9PT66,292019,target gene,No,13
Tomm40,G3V8F5,308416,target gene,No,10
Rab7a,P09527,29448,target gene,No,8
Itprid2,D3ZLC3,311146,target gene,No,10
Prr11,D4ADC1,360591,target gene,No,14
Pitpna,P16446,29525,target gene,No,9
Dimt1,G3V7R8,294718,target gene,No,8
Herc4,Q5PQN1,309758,target gene,No,9
Chchd6,D4A7N1,297436,target gene,No,6
Hba1,P01946,25632;360504,target gene,No,2
H4c2; Hist1h4m; H4f16,P62804,100912489;100912564;291152;295277;364723;500351;502913;64627,target gene,No,20
Coro2b,F1LMV9,300768,target gene,No,3
Ss18,D4ABC5,361295,target gene,No,8
-,A0A0G2K9M6,-,target gene,No,14
Ntrk2,Q63604,25054,target gene,No,4
Ddx5,Q6AYI1,287765,target gene,No,9
Necap1,P69682,312694,target gene,No,8
Sh3bgrl,B5DFD8,302363,target gene,No,9
Cdt1,D3ZKD4,292071,target gene,No,9
Rcan1,Q6IN33,266766,target gene,No,12
Tmem121,D3ZMR5,691678,target gene,No,6
-,F1LXL7,-,target gene,No,3
-,M0RCS9,-,target gene,No,5
Vps33b,Q63616,64060,target gene,No,9
Prpf18,Q9JKB8,171552,target gene,No,10
Mturn,Q5XI20,297109,target gene,No,10
Dennd10,F1LNS2,308009,target gene,No,9
-,B1WC88,498886,target gene,No,8
Fnip2,D3Z8I3,310538,target gene,No,11
Supt7l,B5DF66,313905,target gene,No,10
Ccdc34,D4A5Z6,362187,target gene,No,7
Fubp1,A0A140TAJ3,-,target gene,No,8
Ptpn4,G3V6B9,246116,target gene,No,12
Klc1,P37285,171041,target gene,No,7
Lrrtm3,D3ZAL8,294380,target gene,No,5
Dnajc28,Q6AYG2,360699,target gene,No,8
Adat1,D4ADL5,690810,target gene,No,9
Scnm1,D3ZSG1,310662,target gene,No,11
Dusp5,F1LPJ5,-,target gene,No,10
Cecr2,F1LYI0,500308,target gene,No,8
Rapgef5,F1M888,-,target gene,No,4
Polr1h,Q6MFY5,361784,target gene,No,10
Fam229b,B0BND4,100188933,target gene,No,8
Tmem101,G3V8U1,303564,target gene,No,11
Tmem218,Q5U3Y9,300516,target gene,No,9
Lrch4,E9PSW6,-,target gene,No,9
Tmem175,Q6AY05,305623,target gene,No,8
Ppox,D3ZVN7,289219,target gene,No,9
Sdr39u1,D3ZYY0,361044,target gene,No,5
-,A0A0G2K608,-,target gene,No,12
Rbm28,D4A5K7,312182,target gene,No,13
Fkbpl,Q6MG81,406168,target gene,No,8
Zdhhc9,Q2TGJ9,302808,target gene,No,8
Atp5f1d,G3V7Y3,-,target gene,No,14
Cdc6,D3ZRK7,360621,target gene,No,10
Pdxk,G3V647,-,target gene,No,8
Mycn,G3V6T6,-,target gene,No,11
Foxg1,Q00939,24370,target gene,No,4
Dcaf4,D4A7F7,362762,target gene,No,7
Icam4,D3ZP29,298702,target gene,No,1
Slc25a23,M0R4V4,301113,target gene,No,8
Sh2b1,Q62985,89817,target gene,No,10
Cotl1,B0BNA5,361422,target gene,No,6
March6,F1M1F1,294862,target gene,No,13
Nsun6,B1WC69,307148,target gene,No,9
Arhgef7,O55043,114559,target gene,No,9
Usp21,B2GUX4,688466,target gene,No,8
Setdb1,A0A0G2K5A7,689883,target gene,No,11
Pllp,P47987,64364,target gene,No,2
Auh,F1LU71,361215,target gene,No,7
Myl2,D3Z9K3,-,target gene,No,1
Ndufc2,Q5PQZ9,293130,target gene,No,8
Tmem177,Q4KM93,304735,target gene,No,10
Kif16b,D3ZFN9,311478,target gene,No,12
Atpaf2,D3ZTW7,303190,target gene,No,11
Chd4,E9PU01,117535,target gene,No,10
Nob1,Q6VEU1,291996,target gene,No,10
Spry2,Q5HZA2,306141,target gene,No,5
Wdhd1,D3ZN63,305827,target gene,No,11
Mob3a,B5DEX8,362833,target gene,No,11
Trappc11,A0A0G2K1K5,290746,target gene,No,9
Gmps,A0A0G2K2C2,-,target gene,No,6
Sptlc2,A0A0G2K103,-,target gene,No,13
Snx27,M0RBS9,260323,target gene,No,9
Pomt1,Q99PR0,84430,target gene,No,10
Thap11,D3ZHX2,307806,target gene,No,11
Gpr157,Q5FVG1,313725,target gene,No,6
Phlda3,Q5PQT7,363989,target gene,No,7
Ubn2,D4A666,312248,target gene,No,10
Mon1b,D4A0L1,307868,target gene,No,10
Dnlz,D3ZWJ1,296587,target gene,No,8
Arfgef2,Q7TSU1,296380,target gene,No,9
Fopnl,B0BN31,360461,target gene,No,6
Gpat4,Q0ZFS7,290843,target gene,No,11
Taldo1,Q9EQS0,83688,target gene,No,8
Rab1A,Q6NYB7,81754,target gene,No,12
Nup93,Q66HC5,291874,target gene,No,11
Wdr55,Q6QI75,307494,target gene,No,10
Smarca5,F1LNL2,307766,target gene,No,14
Ripk1,D3ZYL0,306886,target gene,No,6
Zrsr2,D3ZHQ8,302670,target gene,No,3
Fam214a,A0A0G2JXE4,-,target gene,No,10
Mt-Cyb,P00159,26192,target gene,No,6
Exosc2,D3ZBP3,366017,target gene,No,9
RGD1302996,G3V628,294231,target gene,No,12
Oxsm,G3V6R7,289934,target gene,No,10
Atxn2,F1M049,288663,target gene,No,4
RGD1563222,D4A0Z9,362175,target gene,No,9
Uso1,P41542,56042,target gene,No,12
Nr1d1,G3V770,-,target gene,No,11
LOC102549061,A0A0G2JXE0,102549061,target gene,No,7
Atg4d,M0R5T6,686505,target gene,No,6
Ier3,Q6MG18,294235,target gene,No,13
Mocs3,D4A8L5,311655,target gene,No,10
Get3,G3V9T7,288919,target gene,No,7
Fkbp1a,Q62658,25639,target gene,No,11
Aldoa,P05065,24189,target gene,No,12
Emx1,D3ZV90,500235,target gene,No,2
Bpgm,Q6P6G4,296973,target gene,No,7
Sord,P27867,24788,target gene,No,10
Sec22b,Q4KM74,310710,target gene,No,10
Rnf182,D3ZBM4,498726,target gene,No,2
Vamp4,D4A560,364033,target gene,No,14
-,A0A0G2K540,-,target gene,No,1
Pak2,Q64303,100910732;29432,target gene,No,11
Pnkd,F1M1E4,100188944,target gene,No,12
Tk2,D3ZGQ2,291824,target gene,No,5
Adk,A0A0G2K6X9,25368,target gene,No,11
Smap2,B1WBX6,298500,target gene,No,7
Osbpl2,Q5BK47,296461,target gene,No,11
Irak3,B2RYC8,314870,target gene,No,7
Jade2,G3V9F5,303113,target gene,No,9
Upf3b,A0A0U1RRP3,313449,target gene,No,10
Ints6l,A0A0G2K0J8,-,target gene,No,6
Kank2,D3ZD05,100361376,target gene,No,12
Tsc22d2,D3ZDW3,499624,target gene,No,11
Narf,Q2YDU6,360681,target gene,No,10
Txndc9,Q5M8C7,280671,target gene,No,12
Topbp1,D3ZRG0,-,target gene,No,9
Bmt2,D3ZV22,-,target gene,No,11
Fam227b,Q6AXP3,296118,target gene,No,11
Tex9,A0A0G2K5Y3,300822,target gene,No,3
Pex1,D3ZZB2,500006,target gene,No,8
-,F1M3T9,-,target gene,No,3
Lancl1,Q9QX69,114515,target gene,No,8
B2m,P07151,24223,target gene,No,6
Prdx1,Q63716,117254,target gene,No,12
Nop58,Q9QZ86,60373,target gene,No,8
Srrm3,D3ZQH1,685890,target gene,No,8
Arglu1,Q5BJT0,290912,target gene,No,9
Cfap97,Q66H34,306469,target gene,No,9
Gsdmd,A0A096MJ11,315084,target gene,No,5
Gpi,Q6P6V0,292804,target gene,No,11
Enpp1,G3V7V4,-,target gene,No,7
Banp,B1H235,292064,target gene,No,14
Med16,D3ZHA9,-,target gene,No,14
Med27,B2RZ56,296612,target gene,No,11
Rnf215,D3ZNU0,305478,target gene,No,8
Itga9,D3ZN51,-,target gene,No,4
Prkag1,P80385,25520,target gene,No,16
Mrpl13,Q5XFW4,299938,target gene,No,10
Abcb6,O70595,140669,target gene,No,12
Cox6a1,P10818,25282,target gene,No,11
Ap4m1,Q2PWT8,304344,target gene,No,11
Nup107,F1LSL2,116555,target gene,No,9
Slc7a11,D4ADU2,310392,target gene,No,8
Tp53bp2,F1M5H6,305025,target gene,No,9
Csnk2b,P67874,81650,target gene,No,9
Prpf19,Q9JMJ4,246216,target gene,No,11
Dnajc18,Q0H8V1,291677,target gene,No,9
Tbc1d30,D3ZG06,-,target gene,No,10
Cd3e,D4A5M2,315609,target gene,No,2
Npepo,F1LRV1,290963,target gene,No,9
Sh3bgrl3,B2RZ27,298544,target gene,No,5
Smg5,E9PU03,681012,target gene,No,14
Bdh2,A0A0A0MXX5,295458,target gene,No,7
Msra,M0RCC8,-,target gene,No,10
Ndor1,D4ABT4,311799,target gene,No,9
Ndufb5,D4A565,294964,target gene,No,11
-,A0A1W2Q621,-,target gene,No,3
Oxtr,P70536,25342,target gene,No,1
Tap1,P97949,24811,target gene,No,7
Daglb,P0C1S9,-,target gene,No,12
Asic5,Q9R0W5,63866,target gene,No,7
Bglap,P04640,25295,target gene,No,1
Fezf1,D3ZPD6,500048,target gene,No,5
Gpx2,A0A0G2K278,-,target gene,No,4
Safb,A0A0G2JZI0,64196,target gene,No,9
Etf1,Q5U2Q7,307503,target gene,No,11
Tomm5,A0A1B0GWY3,680080,target gene,No,9
Qsox1,Q6IUU3,84491,target gene,No,5
Bloc1s4,G3V6R9,364183,target gene,No,10
Ric3,B0B1T9,687147,target gene,No,4
Pura,F1LPS8,-,target gene,No,11
Tjap1,A0A0G2K0W5,316233,target gene,No,10
Atxn7,D3ZKZ8,-,target gene,No,9
Tmem126b,B2RZD2,293114,target gene,No,7
Wwtr1,Q4V7E6,295062,target gene,No,8
Ecsit,Q5XIC2,300447,target gene,No,8
Npm1,P13084,25498,target gene,No,12
Cad,D4A8A0,-,target gene,No,7
Bcat2,G3V8U8,-,target gene,No,8
Ugt2b15,D3ZLR6,-,target gene,No,4
Atp5if1,Q03344,25392,target gene,No,9
Fn3krp,B2RYN1,303755,target gene,No,7
Slc66a2,Q5M880,361352,target gene,No,9
Atxn7l3b,D3ZFQ1,100192313,target gene,No,9
Smc6,D4AB26,313961,target gene,No,10
Usf3,D4ABR5,303946,target gene,No,11
Rhoj,Q5RJS2,299145,target gene,No,5
Ice2,D3ZIQ8,691379,target gene,No,9
Ncoa4,B1H215,619385,target gene,No,12
Alg14,Q6AY85,362031,target gene,No,9
Slc2a1,P11167,24778,target gene,No,10
Scaf4,F1M994,-,target gene,No,7
Enpp3,P97675,54410,target gene,No,4
-,A0A0G2JXG5,-,target gene,No,9
Ppp1ca,P62138,24668,target gene,No,10
LOC100365958,F7FHR5,100365958,target gene,No,6
Actn2,D3ZCV0,291245,target gene,No,5
